"Probe_ID","Paper_DML","DeltaBeta_Heavy_minus_Light","Direction","Chromosome","Position"
"cg38249143_TC11","Obese_UP",0.059970892755239,"Higher_methylation_in_Heavy","chr2",32751988
"cg38262150_BC21","Obese_UP",0.0729661950089709,"Higher_methylation_in_Heavy","chr2",33759706
"cg38287233_TC11","Obese_UP",0.0556016567160757,"Higher_methylation_in_Heavy","chr2",36091446
"cg38292782_BC11","Obese_UP",0.0554550958280975,"Higher_methylation_in_Heavy","chr2",37088886
"cg38336465_BC21","Obese_UP",0.0520822542167168,"Higher_methylation_in_Heavy","chr2",44988485
"cg38484694_TC21","Obese_UP",0.0586253281939649,"Higher_methylation_in_Heavy","chr2",66963023
"cg38487693_TC21","Obese_UP",0.0500431813759801,"Higher_methylation_in_Heavy","chr2",67544796
"cg38494629_BC21","Obese_UP",0.0588200414567896,"Higher_methylation_in_Heavy","chr2",68441185
"cg38494980_BC11","Obese_UP",0.0627392191098958,"Higher_methylation_in_Heavy","chr2",68470680
"cg38521798_BC21","Obese_UP",0.0528057727260489,"Higher_methylation_in_Heavy","chr2",71274867
"cg38525114_BC11","Obese_UP",0.0627730299567359,"Higher_methylation_in_Heavy","chr2",71544529
"cg38542742_TC21","Obese_UP",0.0666609672404458,"Higher_methylation_in_Heavy","chr2",73140437
"cg38551321_TC11","Obese_UP",0.0696101914795942,"Higher_methylation_in_Heavy","chr2",73971211
"cg38555117_BC21","Obese_UP",0.0597358378050759,"Higher_methylation_in_Heavy","chr2",74408953
"cg38559798_BC11","Obese_UP",0.0528181673983906,"Higher_methylation_in_Heavy","chr2",74746938
"cg38564355_BC21","Obese_UP",0.0558952996999766,"Higher_methylation_in_Heavy","chr2",75177837
"cg38565052_TC21","Obese_UP",0.0579680556672039,"Higher_methylation_in_Heavy","chr2",75253132
"cg38585685_BC21","Obese_UP",0.0569532630613602,"Higher_methylation_in_Heavy","chr2",77149627
"cg38633884_BC21","Obese_UP",0.0580379167666385,"Higher_methylation_in_Heavy","chr2",84629462
"cg38645980_BC21","Obese_UP",0.0512887825674976,"Higher_methylation_in_Heavy","chr2",86530288
"cg38663288_TC21","Obese_UP",0.0501019786344749,"Higher_methylation_in_Heavy","chr2",90577115
"cg38668961_BC11","Obese_UP",0.0518632641453017,"Higher_methylation_in_Heavy","chr2",91115215
"cg38671709_TC21","Obese_UP",0.0511773142891694,"Higher_methylation_in_Heavy","chr2",91344281
"cg38683624_TC11","Obese_UP",0.0547342578095015,"Higher_methylation_in_Heavy","chr2",92486168
"cg38696508_TC11","Obese_UP",0.0681244362480236,"Higher_methylation_in_Heavy","chr2",93646135
"cg38696530_BC11","Obese_UP",0.0525963300762712,"Higher_methylation_in_Heavy","chr2",93646941
"cg38700802_BC21","Obese_UP",0.0643774217206802,"Higher_methylation_in_Heavy","chr2",94010738
"cg38833848_TC21","Obese_UP",0.0597788834532781,"Higher_methylation_in_Heavy","chr2",115868547
"cg38864293_TC11","Obese_UP",0.0547666418272425,"Higher_methylation_in_Heavy","chr2",119324103
"cg38910631_TC21","Lean_UP",-0.0539879465636214,"Higher_methylation_in_Light","chr2",125124068
"cg38958023_TC21","Obese_UP",0.0510637026767385,"Higher_methylation_in_Heavy","chr2",130123344
"cg38973104_BC11","Obese_UP",0.0532726761900073,"Higher_methylation_in_Heavy","chr2",131561826
"cg38975759_TC21","Obese_UP",0.0605848083704809,"Higher_methylation_in_Heavy","chr2",131904121
"cg38995204_TC21","Obese_UP",0.0525301456277675,"Higher_methylation_in_Heavy","chr2",134483060
"cg39079708_BC11","Obese_UP",0.0531836057846924,"Higher_methylation_in_Heavy","chr2",147183427
"cg39086270_TC11","Obese_UP",0.0733663119064779,"Higher_methylation_in_Heavy","chr2",148043930
"cg39091650_TC21","Obese_UP",0.0576389381838651,"Higher_methylation_in_Heavy","chr2",148850887
"cg39108928_TC21","Lean_UP",-0.0691612826607006,"Higher_methylation_in_Light","chr2",151668502
"cg39112131_TC11","Obese_UP",0.0561457799475794,"Higher_methylation_in_Heavy","chr2",151973797
"cg39121121_TC21","Obese_UP",0.079732021398975,"Higher_methylation_in_Heavy","chr2",152686582
"cg39121124_TC21","Obese_UP",0.0833565598336537,"Higher_methylation_in_Heavy","chr2",152686735
"cg39121126_BC21","Obese_UP",0.0929554607748815,"Higher_methylation_in_Heavy","chr2",152686786
"cg39121127_BC21","Obese_UP",0.0807754897954611,"Higher_methylation_in_Heavy","chr2",152686810
"cg39121153_BC11","Obese_UP",0.0772860466572989,"Higher_methylation_in_Heavy","chr2",152687094
"cg39121155_TC21","Obese_UP",0.072118954686398,"Higher_methylation_in_Heavy","chr2",152687133
"cg39125962_TC11","Obese_UP",0.0535354037909974,"Higher_methylation_in_Heavy","chr2",153070885
"cg39125968_BC21","Obese_UP",0.067704860827789,"Higher_methylation_in_Heavy","chr2",153070944
"cg39158863_TC11","Obese_UP",0.0535243935531885,"Higher_methylation_in_Heavy","chr2",156144106
"cg39163912_TC21","Obese_UP",0.0531741417457733,"Higher_methylation_in_Heavy","chr2",156556937
"cg39180109_TC21","Obese_UP",0.0626177613140425,"Higher_methylation_in_Heavy","chr2",157791609
"cg39180141_TC11","Obese_UP",0.0556948234907234,"Higher_methylation_in_Heavy","chr2",157794094
"cg39203836_TC21","Obese_UP",0.0744621113991276,"Higher_methylation_in_Heavy","chr2",160325662
"cg39207323_BC21","Obese_UP",0.0603348683771245,"Higher_methylation_in_Heavy","chr2",160619110
"cg39210040_BC11","Obese_UP",0.0986244346169436,"Higher_methylation_in_Heavy","chr2",160912517
"cg39213697_BC21","Obese_UP",0.0508273520614656,"Higher_methylation_in_Heavy","chr2",161340396
"cg39213701_TC21","Obese_UP",0.0548555068467481,"Higher_methylation_in_Heavy","chr2",161340566
"cg39225617_TC21","Obese_UP",0.0791695528879273,"Higher_methylation_in_Heavy","chr2",162948092
"cg39229488_BC21","Obese_UP",0.0519034485461372,"Higher_methylation_in_Heavy","chr2",163225596
"cg39236533_TC11","Obese_UP",0.0561937255823377,"Higher_methylation_in_Heavy","chr2",163750760
"cg39245128_BC11","Obese_UP",0.0501865285292605,"Higher_methylation_in_Heavy","chr2",164434647
"cg39267166_BC21","Obese_UP",0.0535614386104744,"Higher_methylation_in_Heavy","chr2",165861291
"cg39302191_TC21","Lean_UP",-0.0561514995071032,"Higher_methylation_in_Light","chr2",168229165
"cg39324850_BC11","Obese_UP",0.0620866568214028,"Higher_methylation_in_Heavy","chr2",169750874
"cg39332788_BC21","Obese_UP",0.0512197002766441,"Higher_methylation_in_Heavy","chr2",170284879
"cg39332932_TC21","Obese_UP",0.0627630280122123,"Higher_methylation_in_Heavy","chr2",170291097
"cg39357932_BC21","Obese_UP",0.0562772695135275,"Higher_methylation_in_Heavy","chr2",172458806
"cg39359196_TC21","Lean_UP",-0.0526864278725977,"Higher_methylation_in_Light","chr2",172548490
"cg39364991_TC11","Obese_UP",0.0567001020646544,"Higher_methylation_in_Heavy","chr2",172935688
"cg39369669_TC21","Obese_UP",0.0611031038991568,"Higher_methylation_in_Heavy","chr2",173239538
"cg39376997_TC21","Lean_UP",-0.0545674266324584,"Higher_methylation_in_Light","chr2",173771059
"cg39382183_TC11","Obese_UP",0.0515010033252956,"Higher_methylation_in_Heavy","chr2",174283967
"cg39382473_BC21","Obese_UP",0.053894262383167,"Higher_methylation_in_Heavy","chr2",174295221
"cg39382475_BC11","Obese_UP",0.0581731187183863,"Higher_methylation_in_Heavy","chr2",174295314
"cg39382503_BC21","Obese_UP",0.0617288095254682,"Higher_methylation_in_Heavy","chr2",174295815
"cg39382508_TC11","Obese_UP",0.0820187112818435,"Higher_methylation_in_Heavy","chr2",174295954
"cg39382521_BC21","Obese_UP",0.059145474409977,"Higher_methylation_in_Heavy","chr2",174296217
"cg39382556_TC11","Obese_UP",0.075749418258939,"Higher_methylation_in_Heavy","chr2",174297275
"cg39382614_BC11","Obese_UP",0.05120847340931,"Higher_methylation_in_Heavy","chr2",174298473
"cg39382619_BC11","Obese_UP",0.0805519197354545,"Higher_methylation_in_Heavy","chr2",174298572
"cg39418303_BC11","Obese_UP",0.0669954784926505,"Higher_methylation_in_Heavy","chr2",180026807
"cg39423248_BC21","Obese_UP",0.0522305606636299,"Higher_methylation_in_Heavy","chr2",180353450
"cg39532776_TC21","Lean_UP",-0.0515665778265444,"Higher_methylation_in_Light","chr3",19693719
"cg39532862_BC11","Obese_UP",0.0532680290006948,"Higher_methylation_in_Heavy","chr3",19695407
"cg39604128_TC11","Obese_UP",0.0706382024324925,"Higher_methylation_in_Heavy","chr3",30968187
"cg39645518_BC21","Lean_UP",-0.0794236979727496,"Higher_methylation_in_Light","chr3",35967348
"cg39659526_BC21","Obese_UP",0.0506945039500804,"Higher_methylation_in_Heavy","chr3",37642251
"cg39684347_TC11","Obese_UP",0.0563073133074557,"Higher_methylation_in_Heavy","chr3",41169678
"cg39707230_TC21","Lean_UP",-0.0505006913640724,"Higher_methylation_in_Light","chr3",45690754
"cg39725676_BC21","Obese_UP",0.0503212910417563,"Higher_methylation_in_Heavy","chr3",49842276
"cg39729711_TC21","Obese_UP",0.0536240744065993,"Higher_methylation_in_Heavy","chr3",50538922
"cg39760737_BC21","Obese_UP",0.0500687359038456,"Higher_methylation_in_Heavy","chr3",53347284
"cg39764748_BC21","Obese_UP",0.0818192851337576,"Higher_methylation_in_Heavy","chr3",53694011
"cg39782959_BC11","Obese_UP",0.0560560007420575,"Higher_methylation_in_Heavy","chr3",55780364
"cg39804850_BC21","Obese_UP",0.0527336499002678,"Higher_methylation_in_Heavy","chr3",59114001
"cg39844556_TC21","Lean_UP",-0.0698037136066426,"Higher_methylation_in_Light","chr3",66224621
"cg39849583_TC11","Obese_UP",0.0597464283937008,"Higher_methylation_in_Heavy","chr3",66979873
"cg39899059_TC21","Lean_UP",-0.0617929399994794,"Higher_methylation_in_Light","chr3",75558369
"cg39902070_TC21","Lean_UP",-0.0520900289308317,"Higher_methylation_in_Light","chr3",76073190
"cg39928886_TC21","Lean_UP",-0.0566004543877735,"Higher_methylation_in_Light","chr3",80912098
"cg39958359_BC11","Obese_UP",0.0580770931317996,"Higher_methylation_in_Heavy","chr3",84744718
"cg39973321_BC11","Obese_UP",0.0565841056942946,"Higher_methylation_in_Heavy","chr3",86547210
"cg39998112_BC21","Obese_UP",0.0524865010137898,"Higher_methylation_in_Heavy","chr3",88753609
"cg40003009_BC11","Obese_UP",0.0680867808402379,"Higher_methylation_in_Heavy","chr3",89183734
"cg40028594_TC21","Obese_UP",0.0519954344325915,"Higher_methylation_in_Heavy","chr3",92124046
"cg40031030_BC21","Lean_UP",-0.0567248358188476,"Higher_methylation_in_Light","chr3",92789633
"cg40061249_BC21","Lean_UP",-0.0534009740127706,"Higher_methylation_in_Light","chr3",96241017
"cg40104466_BC21","Obese_UP",0.060674218102001,"Higher_methylation_in_Heavy","chr3",101018414
"cg40109732_TC21","Obese_UP",0.056162409181301,"Higher_methylation_in_Heavy","chr3",101450937
"cg40114956_BC21","Lean_UP",-0.0544527868229141,"Higher_methylation_in_Light","chr3",101922451
"cg40132716_BC21","Lean_UP",-0.0505373168028999,"Higher_methylation_in_Light","chr3",103808201
"cg40178026_BC21","Lean_UP",-0.0599428969528342,"Higher_methylation_in_Light","chr3",108940701
"cg40185014_BC11","Obese_UP",0.0700694986576007,"Higher_methylation_in_Heavy","chr3",109872209
"cg40304897_TC21","Obese_UP",0.0573285046672847,"Higher_methylation_in_Heavy","chr3",127930314
"cg40333824_BC11","Obese_UP",0.0528917053279249,"Higher_methylation_in_Heavy","chr3",130937407
"cg40334763_BC21","Obese_UP",0.0603276210483301,"Higher_methylation_in_Heavy","chr3",131018813
"cg40351807_BC21","Obese_UP",0.0619622315227941,"Higher_methylation_in_Heavy","chr3",132907805
"cg40352300_TC21","Lean_UP",-0.0564420035307759,"Higher_methylation_in_Light","chr3",132948070
"cg40352618_TC11","Obese_UP",0.0585064501310196,"Higher_methylation_in_Heavy","chr3",132968458
"cg40376379_TC11","Obese_UP",0.0616506395279918,"Higher_methylation_in_Heavy","chr3",136242932
"cg40387341_TC11","Obese_UP",0.0518642126868497,"Higher_methylation_in_Heavy","chr3",137863775
"cg40392784_BC21","Obese_UP",0.0500723808204511,"Higher_methylation_in_Heavy","chr3",138304268
"cg40440238_TC21","Obese_UP",0.0592873760601359,"Higher_methylation_in_Heavy","chr3",144670295
"cg40440770_TC21","Lean_UP",-0.0655231490316876,"Higher_methylation_in_Light","chr3",144717378
"cg40449923_BC11","Obese_UP",0.0543535287192009,"Higher_methylation_in_Heavy","chr3",145738699
"cg40462425_TC21","Lean_UP",-0.0508626122381266,"Higher_methylation_in_Light","chr3",146681799
"cg40471773_TC21","Obese_UP",0.0515642490359867,"Higher_methylation_in_Heavy","chr3",147886445
"cg40485087_BC21","Obese_UP",0.0537025055841837,"Higher_methylation_in_Heavy","chr3",149323993
"cg40572458_BC21","Obese_UP",0.0527662750456156,"Higher_methylation_in_Heavy","chr4",5724657
"cg40619587_TC21","Lean_UP",-0.069185705551387,"Higher_methylation_in_Light","chr4",12112810
"cg40691975_BC21","Lean_UP",-0.0653530474650424,"Higher_methylation_in_Light","chr4",25307835
"cg40725359_TC21","Obese_UP",0.0533624862601526,"Higher_methylation_in_Heavy","chr4",32157462
"cg40794790_BC11","Obese_UP",0.0511452459147499,"Higher_methylation_in_Heavy","chr4",41696701
"cg40860614_TC21","Obese_UP",0.0766434200803525,"Higher_methylation_in_Heavy","chr4",47882250
"cg40894080_BC21","Obese_UP",0.0522543326347376,"Higher_methylation_in_Heavy","chr4",53323446
"cg40896056_TC21","Obese_UP",0.0577178111153632,"Higher_methylation_in_Heavy","chr4",53535956
"cg40935340_TC11","Obese_UP",0.059059762606095,"Higher_methylation_in_Heavy","chr4",57954936
"cg40939942_TC11","Obese_UP",0.059398019096091,"Higher_methylation_in_Heavy","chr4",58492995
"cg40945853_TC11","Obese_UP",0.065807197175538,"Higher_methylation_in_Heavy","chr4",59187508
"cg40969615_TC21","Obese_UP",0.0687113277788313,"Higher_methylation_in_Heavy","chr4",62993127
"cg40991086_BC21","Lean_UP",-0.0507650081667471,"Higher_methylation_in_Light","chr4",66353960
"cg41078942_TC21","Obese_UP",0.0534790303313152,"Higher_methylation_in_Heavy","chr4",83715474
"cg41097900_TC21","Obese_UP",0.0513857876113311,"Higher_methylation_in_Heavy","chr4",86270036
"cg41162947_BC21","Obese_UP",0.0527190109757166,"Higher_methylation_in_Heavy","chr4",97419225
"cg41172000_TC21","Obese_UP",0.0503950205557417,"Higher_methylation_in_Heavy","chr4",98519073
"cg41186880_BC21","Lean_UP",-0.05064546743662,"Higher_methylation_in_Light","chr4",100033062
"cg41201425_BC21","Obese_UP",0.051668009561198,"Higher_methylation_in_Heavy","chr4",101632886
"cg41221733_TC11","Obese_UP",0.0540369144647347,"Higher_methylation_in_Heavy","chr4",104366764
"cg41231530_BC21","Obese_UP",0.0600688956685099,"Higher_methylation_in_Heavy","chr4",105375291
"cg41232133_TC21","Obese_UP",0.0570013370964522,"Higher_methylation_in_Heavy","chr4",105446944
"cg41260795_BC11","Obese_UP",0.0789615318466343,"Higher_methylation_in_Heavy","chr4",108021368
"cg41268249_TC21","Lean_UP",-0.0503122127960574,"Higher_methylation_in_Light","chr4",108849228
"cg41343837_TC21","Obese_UP",0.0501880685676385,"Higher_methylation_in_Heavy","chr4",118664535
"cg41360070_TC11","Obese_UP",0.0534086652808668,"Higher_methylation_in_Heavy","chr4",120288458
"cg41369773_TC11","Obese_UP",0.0582910554654908,"Higher_methylation_in_Heavy","chr4",121386995
"cg41377934_BC11","Obese_UP",0.0631636294178011,"Higher_methylation_in_Heavy","chr4",123105421
"cg41387427_BC21","Obese_UP",0.0555647668333946,"Higher_methylation_in_Heavy","chr4",123972572
"cg41413354_BC21","Obese_UP",0.0635239001744233,"Higher_methylation_in_Heavy","chr4",125932283
"cg41419321_BC11","Obese_UP",0.055390482423444,"Higher_methylation_in_Heavy","chr4",126337194
"cg41425665_TC21","Obese_UP",0.052937939308892,"Higher_methylation_in_Heavy","chr4",126898291
"cg41425827_TC21","Obese_UP",0.0530093805313704,"Higher_methylation_in_Heavy","chr4",126923115
"cg41440911_TC21","Obese_UP",0.0559548909876921,"Higher_methylation_in_Heavy","chr4",128271033
"cg41447050_BC11","Obese_UP",0.0537432993841107,"Higher_methylation_in_Heavy","chr4",128745876
"cg41493601_BC21","Lean_UP",-0.0549003598323636,"Higher_methylation_in_Light","chr4",132420282
"cg41551955_BC11","Obese_UP",0.068030528643193,"Higher_methylation_in_Heavy","chr4",136298570
"cg41599153_BC21","Lean_UP",-0.0570025426731727,"Higher_methylation_in_Light","chr4",139578143
"cg41609795_BC21","Lean_UP",-0.0589439672131112,"Higher_methylation_in_Light","chr4",140300939
"cg41614995_BC11","Obese_UP",0.0503015579396985,"Higher_methylation_in_Heavy","chr4",140649351
"cg41688810_BC21","Obese_UP",0.0726271827145974,"Higher_methylation_in_Heavy","chr4",148613077
"cg41692184_TC21","Lean_UP",-0.051099721807075,"Higher_methylation_in_Light","chr4",148818766
"cg41692669_BC11","Obese_UP",0.057295343687263,"Higher_methylation_in_Heavy","chr4",148846690
"cg41696444_TC21","Obese_UP",0.0597594108211091,"Higher_methylation_in_Heavy","chr4",149060817
"cg41716365_TC11","Obese_UP",0.0530008908888161,"Higher_methylation_in_Heavy","chr4",150363117
"cg41723019_TC11","Obese_UP",0.0548151020979913,"Higher_methylation_in_Heavy","chr4",150889042
"cg41745113_BC11","Obese_UP",0.0506443342949166,"Higher_methylation_in_Heavy","chr4",152276629
"cg41746322_TC11","Obese_UP",0.0517239860501455,"Higher_methylation_in_Heavy","chr4",152325005
"cg41770107_BC11","Obese_UP",0.0570355162483732,"Higher_methylation_in_Heavy","chr4",154025385
"cg41774734_BC21","Obese_UP",0.0628457031134845,"Higher_methylation_in_Heavy","chr4",154328848
"cg41781248_BC11","Obese_UP",0.0585447536475075,"Higher_methylation_in_Heavy","chr4",154771877
"cg41794185_TC11","Obese_UP",0.0686450700872436,"Higher_methylation_in_Heavy","chr4",155655277
"cg41812253_BC21","Obese_UP",0.0559858415208088,"Higher_methylation_in_Heavy","chr5",3915691
"cg41926503_TC11","Obese_UP",0.051752038868198,"Higher_methylation_in_Heavy","chr5",23676581
"cg41973070_BC21","Obese_UP",0.0643125253930283,"Higher_methylation_in_Heavy","chr5",29498552
"cg41991381_BC11","Obese_UP",0.0597016698229744,"Higher_methylation_in_Heavy","chr5",31251601
"cg41997362_BC11","Obese_UP",0.0504590263432916,"Higher_methylation_in_Heavy","chr5",31949602
"cg42001448_BC21","Lean_UP",-0.0576132603891434,"Higher_methylation_in_Light","chr5",32400494
"cg42006709_TC21","Obese_UP",0.061999313947057,"Higher_methylation_in_Heavy","chr5",33033838
"cg42015186_BC21","Obese_UP",0.0551279797229846,"Higher_methylation_in_Heavy","chr5",33758944
"cg42044909_BC11","Obese_UP",0.0539857843556962,"Higher_methylation_in_Heavy","chr5",36726009
"cg42045843_TC11","Obese_UP",0.0562214371549567,"Higher_methylation_in_Heavy","chr5",36797676
"cg42056930_TC11","Obese_UP",0.0511935424256881,"Higher_methylation_in_Heavy","chr5",37817585
"cg42056995_BC11","Obese_UP",0.0556027102974576,"Higher_methylation_in_Heavy","chr5",37819509
"cg42057299_TC11","Obese_UP",0.0558470762653261,"Higher_methylation_in_Heavy","chr5",37827178
"cg42072444_TC21","Lean_UP",-0.088046963364775,"Higher_methylation_in_Light","chr5",39798203
"cg42094074_TC21","Obese_UP",0.0536067788998329,"Higher_methylation_in_Heavy","chr5",43825428
"cg42097177_TC21","Obese_UP",0.0588077364530776,"Higher_methylation_in_Heavy","chr5",44184965
"cg42212817_BC11","Obese_UP",0.0531249048722727,"Higher_methylation_in_Heavy","chr5",64430157
"cg42234621_TC21","Obese_UP",0.074235634503812,"Higher_methylation_in_Heavy","chr5",66379311
"cg42234713_TC21","Obese_UP",0.0501210531083679,"Higher_methylation_in_Heavy","chr5",66386035
"cg42241370_TC11","Obese_UP",0.0518145142674422,"Higher_methylation_in_Heavy","chr5",66949246
"cg42247586_TC21","Obese_UP",0.0520056225548567,"Higher_methylation_in_Heavy","chr5",67463813
"cg42247594_TC21","Obese_UP",0.0529403927203048,"Higher_methylation_in_Heavy","chr5",67464053
"cg42277038_TC21","Lean_UP",-0.0558874768670036,"Higher_methylation_in_Light","chr5",72587925
"cg42297027_BC21","Obese_UP",0.0574126842644725,"Higher_methylation_in_Heavy","chr5",74277388
"cg42305409_TC11","Obese_UP",0.0725827267225341,"Higher_methylation_in_Heavy","chr5",75108710
"cg42401885_TC21","Obese_UP",0.0544483634224258,"Higher_methylation_in_Heavy","chr5",90461289
"cg42417991_TC21","Obese_UP",0.0526889989535609,"Higher_methylation_in_Heavy","chr5",92324241
"cg42423262_TC21","Obese_UP",0.0576179170379211,"Higher_methylation_in_Heavy","chr5",92798085
"cg42465159_BC11","Obese_UP",0.050029558771122,"Higher_methylation_in_Heavy","chr5",99247850
"cg42532757_BC21","Obese_UP",0.0502762497036281,"Higher_methylation_in_Heavy","chr5",105762483
"cg42544777_BC11","Obese_UP",0.0646882833684004,"Higher_methylation_in_Heavy","chr5",106815909
"cg42585980_BC11","Obese_UP",0.0596421091268112,"Higher_methylation_in_Heavy","chr5",111418947
"cg42610375_BC11","Obese_UP",0.0518248548061645,"Higher_methylation_in_Heavy","chr5",113287435
"cg42636127_BC21","Obese_UP",0.0564996262306151,"Higher_methylation_in_Heavy","chr5",114796873
"cg42647527_BC11","Obese_UP",0.0655661800478653,"Higher_methylation_in_Heavy","chr5",115480264
"cg42647547_BC11","Obese_UP",0.0716950562465919,"Higher_methylation_in_Heavy","chr5",115480472
"cg42647548_TC21","Obese_UP",0.065126170709716,"Higher_methylation_in_Heavy","chr5",115480490
"cg42688366_TC11","Obese_UP",0.0643052586851183,"Higher_methylation_in_Heavy","chr5",118271678
"cg42697462_TC11","Obese_UP",0.0608575563914778,"Higher_methylation_in_Heavy","chr5",118981188
"cg42719730_TC11","Obese_UP",0.0575586250924648,"Higher_methylation_in_Heavy","chr5",120628986
"cg42720338_TC11","Obese_UP",0.0704849150719308,"Higher_methylation_in_Heavy","chr5",120666339
"cg42727654_TC21","Obese_UP",0.0505917297085209,"Higher_methylation_in_Heavy","chr5",121306118
"cg42730729_BC21","Obese_UP",0.0511930589823477,"Higher_methylation_in_Heavy","chr5",121530885
"cg42735144_TC11","Obese_UP",0.0531760813540609,"Higher_methylation_in_Heavy","chr5",121849828
"cg42735921_TC21","Obese_UP",0.0552228063432998,"Higher_methylation_in_Heavy","chr5",121889731
"cg42764066_BC21","Obese_UP",0.0595865373776154,"Higher_methylation_in_Heavy","chr5",123738716
"cg42834474_BC11","Obese_UP",0.0553521107158877,"Higher_methylation_in_Heavy","chr5",129887754
"cg42848214_BC21","Obese_UP",0.050402990822227,"Higher_methylation_in_Heavy","chr5",131285054
"cg42850713_BC21","Obese_UP",0.0603413603885558,"Higher_methylation_in_Heavy","chr5",131525085
"cg42858600_TC21","Obese_UP",0.0603896818260358,"Higher_methylation_in_Heavy","chr5",132339663
"cg42865681_TC11","Obese_UP",0.050553301321726,"Higher_methylation_in_Heavy","chr5",133313764
"cg42876376_TC11","Obese_UP",0.0561728029489771,"Higher_methylation_in_Heavy","chr5",134427474
"cg42876823_BC11","Obese_UP",0.0500311420967122,"Higher_methylation_in_Heavy","chr5",134454869
"cg42883402_TC21","Obese_UP",0.060953491573337,"Higher_methylation_in_Heavy","chr5",134946328
"cg42884270_BC11","Lean_UP",-0.0696818047344298,"Higher_methylation_in_Light","chr5",135006563
"cg42897851_TC11","Obese_UP",0.087248112071339,"Higher_methylation_in_Heavy","chr5",135967948
"cg42903385_BC21","Obese_UP",0.068505004791742,"Higher_methylation_in_Heavy","chr5",136373006
"cg42934134_BC11","Obese_UP",0.0515344520307145,"Higher_methylation_in_Heavy","chr5",139077989
"cg42937359_TC21","Lean_UP",-0.0505250142318269,"Higher_methylation_in_Light","chr5",139326092
"cg42964708_TC21","Obese_UP",0.0674887216383362,"Higher_methylation_in_Heavy","chr5",141575653
"cg42981796_TC11","Obese_UP",0.0658562762196903,"Higher_methylation_in_Heavy","chr5",142961595
"cg42989766_BC21","Lean_UP",-0.0507573089457336,"Higher_methylation_in_Light","chr5",143520396
"cg42992970_TC21","Obese_UP",0.0663795425244865,"Higher_methylation_in_Heavy","chr5",143758353
"cg42992971_TC21","Obese_UP",0.0652119034165413,"Higher_methylation_in_Heavy","chr5",143758363
"cg43080123_TC21","Obese_UP",0.0534872065337416,"Higher_methylation_in_Heavy","chr5",151080106
"cg43101016_TC21","Obese_UP",0.0643170112108641,"Higher_methylation_in_Heavy","chr6",5249396
"cg43121635_BC21","Lean_UP",-0.0623458162344338,"Higher_methylation_in_Light","chr6",7843926
"cg43121640_BC21","Lean_UP",-0.0544150662005916,"Higher_methylation_in_Light","chr6",7844142
"cg43126833_TC11","Obese_UP",0.0607912732935096,"Higher_methylation_in_Heavy","chr6",8511171
"cg43194572_TC21","Obese_UP",0.0507718497656428,"Higher_methylation_in_Heavy","chr6",20970570
"cg43220183_BC21","Lean_UP",-0.0540723472319357,"Higher_methylation_in_Light","chr6",24663235
"cg43242950_BC11","Obese_UP",0.0690496797884682,"Higher_methylation_in_Heavy","chr6",28831739
"cg43303367_BC11","Obese_UP",0.0514947143175515,"Higher_methylation_in_Heavy","chr6",35182382
"cg43310311_BC21","Lean_UP",-0.0770662227770226,"Higher_methylation_in_Light","chr6",36274149
"cg43327663_TC21","Obese_UP",0.071040386179822,"Higher_methylation_in_Heavy","chr6",38385546
"cg43358657_BC21","Obese_UP",0.0593339180945665,"Higher_methylation_in_Heavy","chr6",42585049
"cg43376360_TC21","Lean_UP",-0.0511146764872709,"Higher_methylation_in_Light","chr6",46762164
"cg43383312_TC11","Obese_UP",0.0510303622217795,"Higher_methylation_in_Heavy","chr6",47903920
"cg43391255_TC11","Obese_UP",0.0517398854314331,"Higher_methylation_in_Heavy","chr6",48741410
"cg43397395_BC11","Obese_UP",0.0511775023966981,"Higher_methylation_in_Heavy","chr6",49366481
"cg43433699_BC11","Obese_UP",0.0643813430850705,"Higher_methylation_in_Heavy","chr6",52819178
"cg43435043_BC21","Obese_UP",0.0500010605474498,"Higher_methylation_in_Heavy","chr6",52967788
"cg43466811_BC21","Obese_UP",0.0624996414049979,"Higher_methylation_in_Heavy","chr6",56538065
"cg43630252_BC11","Obese_UP",0.0516373651822732,"Higher_methylation_in_Heavy","chr6",84045226
"cg43631344_TC11","Obese_UP",0.0652135310077406,"Higher_methylation_in_Heavy","chr6",84134979
"cg43631349_TC21","Obese_UP",0.0518128549407981,"Higher_methylation_in_Heavy","chr6",84135051
"cg43639807_TC21","Lean_UP",-0.0509232578417576,"Higher_methylation_in_Light","chr6",85191431
"cg43640497_BC21","Obese_UP",0.0575721114866553,"Higher_methylation_in_Heavy","chr6",85252426
"cg43650600_BC21","Obese_UP",0.056012137753999,"Higher_methylation_in_Heavy","chr6",86303297
"cg43663755_TC21","Lean_UP",-0.0723152496639365,"Higher_methylation_in_Light","chr6",87513325
"cg43670121_TC11","Obese_UP",0.0614615700290742,"Higher_methylation_in_Heavy","chr6",88079418
"cg43673721_BC21","Obese_UP",0.0678820719758323,"Higher_methylation_in_Heavy","chr6",88416507
"cg43677525_BC21","Obese_UP",0.058021378909499,"Higher_methylation_in_Heavy","chr6",88775410
"cg43697325_TC11","Obese_UP",0.0570000556077756,"Higher_methylation_in_Heavy","chr6",91157403
"cg43727646_TC21","Obese_UP",0.0510376743197242,"Higher_methylation_in_Heavy","chr6",94606615
"cg43728739_BC11","Obese_UP",0.0734100135870581,"Higher_methylation_in_Heavy","chr6",94695712
